任务号码,任务gps纬度,任务gps经度,任务标价,任务执行情况
A0054,22.72272561,114.0738016,67,0
A0055,22.64138032,114.2299818,67,0
A0056,22.77640754,114.3095878,73,0
A0057,22.58706534,113.9057614,66,0
A0058,22.69339571,114.1474874,69,0
A0059,22.6040497,114.0586138,66,0
A0060,22.6376364,114.0679162,65.5,0
A0061,22.65788521,114.0747723,65.5,0
A0062,22.61781817,114.1572608,67.5,0
A0063,22.64144071,114.4227421,75,0
A0064,22.78139876,114.3008065,73,0
A0065,22.72294122,114.2777156,67,0
A0066,22.67470711,114.2209333,67,0
A0067,22.66283814,114.0263974,65,0
A0068,22.65776972,114.0794934,65.5,0
A0069,22.65691327,114.2100928,66,0
A0070,22.73859039,113.8184493,66.5,0
A0071,22.71636331,114.322257,70,0
A0072,22.52331401,114.0466386,66.5,0
A0073,22.65301422,114.2124549,66,0
A0074,22.5331754,114.0831342,66.5,0
A0075,22.59955905,114.130363,66.5,0
A0076,22.65027837,113.9366241,68.5,0
A0077,22.73782038,114.2858901,65.5,1
A0078,22.73859039,113.8184493,66.5,1
A0079,22.74300109,113.9950401,71,0
A0080,22.63495417,114.0448196,66,0
A0081,22.75139338,114.0262399,70,1
A0082,22.61556463,114.1524159,67,0
A0083,22.68447006,114.000085,66,0
A0084,22.6651428,114.0200019,65.5,0
A0085,22.69331552,113.8170784,66,0
A0086,22.75600203,113.8513612,66.5,0
A0087,22.73335619,113.8312919,66,0
A0088,22.7778578,113.9170043,70,0
A0089,22.70597175,113.8079954,66.5,0
A0090,22.70466497,113.9726899,70,0
A0091,22.65204961,114.0535937,65.5,0
A0092,22.72133411,114.0616196,67,0
A0093,22.68008861,113.8347861,70,0
A0094,22.70874974,113.8160543,66,0
A0095,22.60766979,113.8685312,65.5,0
A0096,22.72710367,114.0613819,67,1
A0097,22.67955589,113.8329385,65.5,0
A0098,22.67509773,113.822362,65.5,0
A0099,22.73335619,113.8312919,66,0
A0100,22.61177508,114.0380587,66,0
A0101,22.73006657,114.0666477,66.5,0
A0102,22.65235376,113.9299125,70,0
A0103,22.71365257,114.0652375,66,0
A0104,22.56073431,113.8900779,70,1
A0105,22.67343353,113.8257052,65,0
A0106,22.59155498,114.1259102,67.5,0
A0107,22.670522,113.9235611,70,0
A0108,22.70038707,113.8449026,66,0
A0109,22.56350361,113.9068948,65.5,1
A0110,22.70743279,113.9300131,68.5,0
A0111,22.6335575,113.8513604,70.5,0
A0112,22.56419251,113.8961664,65.5,0
A0113,22.66919267,114.0384117,66.5,0
A0114,22.59628077,113.8550628,66.5,0
A0115,22.68518823,113.8115675,67,0
A0116,22.70700814,114.0967766,66,0
A0117,22.730349,114.068783,67,0
A0118,22.607611,113.8698943,65.5,0
A0119,22.58488076,113.913275,66,1
A0120,22.5609901,113.894563,65.5,0
A0121,22.73565178,114.280464,65,1
A0122,22.58194314,113.8880166,66.5,1
A0123,22.58297289,113.9071834,65.5,1
A0124,22.54138954,113.9191104,66,1
A0125,22.77040177,113.8551161,66,0
A0126,23.16769035,113.6651728,75,1
A0127,23.16549805,113.3875901,65.5,1
A0128,23.159336,113.3387113,65.5,0
A0129,23.16878915,113.4199598,66.5,1
A0130,23.12849295,113.3506186,65,0
A0131,23.13070225,113.4162609,65.5,0
A0132,23.13822079,113.3894867,65,0
A0133,23.18611685,113.5974857,75,1
A0134,23.12401896,113.411547,65,0
A0135,23.1381659,113.3728361,65.5,1
A0136,23.19967301,113.406847,68.5,0
A0137,23.12248087,113.3611249,65.5,0
A0138,23.20013915,113.374909,65.5,0
A0139,23.10125022,113.5484367,68,0
A0140,23.12486646,113.5614453,69,0
A0141,23.10871181,113.4928846,66.5,0
A0142,23.12431564,113.4081151,65,0
A0143,23.16751438,113.3379544,66,0
A0144,23.13544204,113.390008,65,0
A0145,23.13680577,113.3315495,65,0
A0146,23.11593032,113.4204891,66,0
A0147,23.16189407,113.3433346,66,0
A0148,23.10979739,113.4534484,66,0
A0149,23.10975809,113.4534812,66,0
A0150,23.19090473,113.4492017,73,1
A0151,23.10871181,113.4928846,66.5,1
A0152,23.09982822,113.4849635,65.5,0
A0153,23.07978943,113.429745,70.5,1
A0154,23.11810119,113.5442171,67,1
A0155,23.10871181,113.4928846,66.5,1
A0156,23.10112473,113.4872412,65.5,0
A0157,23.14872294,113.5152914,73.5,0
A0158,23.0479764,113.2892933,69,0
A0159,23.11114068,113.2782409,66,0
A0160,22.9345908,113.4167995,70,0
A0161,23.39690863,113.3475114,75,0
A0162,23.09138071,113.5316771,70,0
A0163,23.21565299,113.3005692,66,0
A0164,22.96099325,113.4427752,66.5,0
A0165,23.21280913,113.2563331,65.5,0
A0166,23.29451408,113.3313063,69,0
A0167,23.23745771,113.2042653,70,0
A0168,23.37184576,113.3603993,74.5,0
A0169,23.38627895,113.410599,74,0
A0170,23.25778406,113.3199932,65.5,0
A0171,23.08029132,113.2042061,67.5,0
A0172,23.21280913,113.2563331,65.5,0
A0173,23.25231339,113.2640936,66.5,0
A0174,23.26171206,113.2736317,65.5,0
A0175,23.19657146,113.248218,65,0
A0176,23.23376317,113.2234607,67.5,0
A0177,22.60495971,113.8575896,66,0
A0178,22.75034263,113.5835226,70,1
A0179,23.11295796,113.2185961,67,1
A0180,23.13175901,113.275758,65,0
A0181,23.1404539,113.2885119,65.5,1
A0182,23.12882385,113.4224455,65.5,0
A0183,23.1381659,113.3728361,65.5,1
A0184,23.13534304,113.3037146,65,0
A0185,23.14416119,113.2937609,65.5,1
A0186,23.13508872,113.3087933,65,0
A0187,23.12912268,113.3502696,65.5,0
A0188,23.13559919,113.3507531,65.5,0
A0189,22.89140037,113.4634086,69.5,1
A0190,23.1324472,113.3398257,65.5,1
A0191,23.13782219,113.3913207,65,0
A0192,23.13708468,113.3341858,65,0
A0193,23.19965405,113.3471287,65.5,0
A0194,23.16281868,113.418328,66,1
A0195,23.16213347,113.3362425,65.5,0
A0196,23.17452179,113.3590439,66.5,0
A0197,23.13963001,113.373441,65,0
A0198,22.82926076,113.5128066,75,1
A0199,22.77403434,113.5634849,74.5,1
A0200,22.76096874,113.5670518,75,1
A0201,23.06873266,113.2597245,67,1
A0202,23.38043854,113.2148083,70,1
A0203,23.06832244,113.259826,67,0
A0204,22.80661724,113.5538411,66.5,1
A0205,22.80808312,113.5540935,66.5,1
A0206,22.8075467,113.5521662,70,1
A0207,22.75155653,113.5823006,70,1
A0208,22.73722496,113.49332,75,1
A0209,22.75149396,113.5830112,70,1
A0210,23.10871181,113.4928846,67,1
A0211,23.14381101,113.225977,66,0
A0212,23.45231332,113.1865032,70,0
A0213,23.33873201,113.287509,68,1
A0214,23.46633279,113.159492,70,0
A0215,23.14217367,113.2258303,66,0
A0216,23.37477577,113.1788848,70.5,1
A0217,23.4707977,113.1623173,70,0
A0218,23.13697262,113.2511805,66,1
A0219,23.45673194,113.2818311,70.5,1
A0220,23.39286447,113.2168771,65,1
A0221,23.45948327,113.1906655,70,0
A0222,22.71023017,113.5528912,75,1
A0223,23.46689744,113.1568477,70,0
A0224,23.39484028,113.2214471,70,0
A0225,23.33887144,113.1110649,75,1
A0226,23.4739307,113.2286618,75,0
A0227,23.4153625,113.2559812,70,1
A0228,23.39620146,113.2148232,65.5,1
A0229,23.40499354,113.2185644,70,1
A0230,23.07562227,113.2882907,66,1
A0231,23.37243417,113.2076071,70,1
A0232,23.42583117,113.2080568,70,1
A0233,23.39841078,113.2515307,70,1
A0234,23.38959437,113.2094492,70,1
A0235,23.40380215,113.2090908,70,1
A0236,23.39508831,113.2092329,70,1
A0237,23.09692801,113.239735,66,1
A0238,23.40841281,113.2127554,70,1
A0239,23.09187146,113.3378758,65,1
A0240,23.39484028,113.2214471,70,0
A0241,23.09537864,113.340586,65.5,0
A0242,23.40649056,113.1696376,71.5,1
A0243,23.10022614,113.2726541,65.5,0
A0244,23.11405394,113.2681623,66,0
A0245,23.42604026,113.2057436,70,1
A0246,23.09144379,113.3619952,66.5,0
A0247,23.07250678,113.3232631,66,1
A0248,23.09874703,113.3145001,65,0
A0249,23.09223544,113.3618211,66.5,0
A0250,23.09225763,113.3092172,65.5,1
A0251,23.07813828,113.3563529,66.5,0
A0252,23.07207495,113.3573906,67,0
A0253,23.08686269,113.3324673,65,1
A0254,23.09349108,113.2792664,65.5,1
A0255,23.08887865,113.3283798,65,1
A0256,23.08690863,113.3432045,65.5,1
A0257,23.08762923,113.3338413,65,1
A0258,23.06884733,113.3226199,66.5,1
A0259,23.01403653,113.3995947,68,1
A0260,23.08308279,113.3399863,65.5,1
A0261,23.0479764,113.2892933,69,0
A0262,23.09231582,113.333797,65,1
A0263,22.94104074,113.3643577,65,1
A0264,23.09607127,113.321481,65.5,1
A0265,23.01919557,113.3252713,65.5,1
A0266,22.8145924,113.4191078,75,0
A0267,22.96639568,113.4186506,67,1
A0268,22.9345908,113.4167995,70,1
A0269,22.99106044,113.4052447,70.5,1
A0270,22.96178714,113.4420382,66,1
A0271,22.88992793,113.4614475,72,1
A0272,23.02170016,113.3574494,68,1
A0273,22.8100654,113.4141599,75,0
A0274,23.00743132,113.3201755,67,1
A0275,22.94194927,113.3712035,65.5,0
A0276,22.94428352,113.4044932,65,1
A0277,22.96481939,113.3565805,66.5,1
A0278,22.9345908,113.4167995,70,1
A0279,22.98035071,113.3222749,66,1
A0280,22.95705294,113.4238473,67,1
A0281,22.96859452,113.4081296,65.5,1
A0282,22.95454492,113.3451482,66.5,1
A0283,22.92265134,113.3754902,68,1
A0284,22.94228167,113.3604421,65,1
A0285,22.95321398,113.3659058,65.5,0
A0286,22.95435755,113.3680492,65.5,1
A0287,22.9677616,113.4044377,65.5,1
A0288,22.95410901,113.358418,65.5,0
A0289,22.94001202,113.360734,65,0
A0290,23.05399472,113.2699138,69,1
A0291,22.94289179,113.3606862,65,0
A0292,23.55528066,113.5988663,70,1
A0293,22.94548161,113.4033092,65,1
A0294,22.96950879,113.3827743,67.5,1
A0295,23.56341133,113.5803848,70,1
A0296,23.62547628,113.4313956,70,1
A0297,23.87839806,113.5397114,70,1
A0298,23.72311773,113.739427,75,1
A0299,23.56038693,113.6018782,70,1
A0300,23.54435986,113.5926833,70,1
A0301,23.54456994,113.5926934,70,1
A0302,23.55079636,113.5963006,70,1
A0303,23.81610767,113.9579294,75,1
A0304,23.54966086,113.5927756,70,1
A0305,23.23158622,113.2643764,66.5,1
A0306,23.55654335,113.594664,70,1
A0307,23.55090902,113.602251,70,1
A0308,23.45165523,113.2845092,70,1
A0309,23.21417689,113.2830531,65.5,1
A0310,23.34332347,113.301253,66.5,1
A0311,23.55840651,113.5895144,70,1
A0312,23.24103979,113.3111972,65.5,1
A0313,23.17268536,113.2829081,67.5,0
A0314,23.17916744,113.2579074,65.5,0
A0315,23.22905901,113.274368,66,1
A0316,23.19914624,113.2594586,65.5,0
A0317,23.21375407,113.2848136,65.5,1
A0318,23.25396062,113.3157819,65.5,1
A0319,23.21385224,113.250264,65.5,1
A0320,23.21696173,113.2862596,65,1
A0321,23.29451408,113.3313063,69,1
A0322,23.24188766,113.2770715,66,0
A0323,23.24225952,113.3111664,65.5,1
A0324,23.18365032,113.2334603,65,1
A0325,23.19907045,113.2387753,65.5,0
A0326,23.23709476,113.2837807,65.5,1
A0327,23.18718813,113.3366981,66,0
A0328,23.22035048,113.249282,66,0
A0329,23.21844312,113.2333725,65,1
A0330,23.21277909,113.2649338,65.5,1
A0331,23.22783298,113.3098073,65.5,0
A0332,23.17801596,113.2461178,65,1
A0333,23.22050464,113.2826379,65.5,1
A0334,23.18623308,113.2363258,65,1
A0335,23.29451408,113.3313063,69,1
A0336,23.15898957,113.2276926,65.5,1
A0337,23.21394862,113.281015,65.5,1
A0338,23.17886838,113.2482347,65,1
A0339,23.21872162,113.2323053,65,1
A0340,23.21794012,113.2368675,65.5,1
A0341,23.29451408,113.3313063,69,1
A0342,23.23158622,113.2643764,66.5,1
A0343,23.23159701,113.283057,65.5,0
A0344,23.15334517,113.2396818,66,1
A0345,23.21271064,113.2644744,65.5,1
A0346,23.22137104,113.2360855,65.5,1
A0347,23.17281527,113.3224149,66,0
A0348,23.20636522,113.3358956,65.5,0
A0349,23.23637165,113.279566,65.5,1
A0350,23.19538681,113.2410703,65,0
A0351,23.22620876,113.3095973,65.5,0
A0352,23.1570952,113.2297309,65.5,1
A0353,23.161857,113.2676472,65.5,0
A0354,23.15645038,113.2549363,66.5,0
A0355,22.63899906,114.0675793,65.5,0
A0356,22.51924352,113.9195281,65.5,1
A0357,22.67057736,113.8735894,72.5,0
A0358,22.58781321,113.9729021,66.5,0
A0359,22.57204653,114.1188134,66,0
A0360,22.58243264,113.9591486,65.5,0
A0361,22.68008861,113.8347861,65.5,0
A0362,22.5635259,113.9893556,66,0
A0363,23.01217957,113.3974048,68,0
A0364,22.6873087,113.9459597,65,0
A0365,23.2177189,113.23556,65.5,0
A0366,23.27373214,113.3010978,66,0
A0367,23.30080982,113.3621418,65.5,0
A0368,23.26172271,113.2781659,65.5,0
A0369,22.54605355,114.0259737,66.5,0
A0370,23.14311721,113.2254512,66,0
A0371,23.3004295,113.3621215,65.5,0
A0372,23.19924759,113.334818,65.5,0
A0373,23.09705081,113.6581524,68,1
A0374,23.12928955,113.6604402,75,1
A0375,22.64153534,114.0719117,65.5,0
A0376,23.03098143,113.3157936,65,1
A0377,22.97984508,113.3212453,66,1
A0378,23.13206675,113.2749836,65,0
A0379,23.12974908,113.2752038,65,1
A0380,22.96267859,113.4455898,66,1
A0381,23.12858004,113.3011622,65.5,1
A0382,23.14246797,113.3005,65,0
A0383,23.18246071,113.3497966,66,0
A0384,22.77665396,113.5933558,75,1
A0385,22.64946304,113.6129849,75,1
A0386,23.13891176,113.3274613,65,0
A0387,23.12382897,113.3298085,65.5,1
A0388,22.80839337,113.5539168,72,1
A0389,23.14416119,113.2937609,65.5,1
A0390,22.82771435,113.5218711,74,1
A0391,23.13562043,113.3048107,65,0
A0392,23.12742643,113.2581662,65,1
A0393,23.446661,113.2201755,75,1
A0394,23.08068204,113.2757904,66,1
A0395,23.47430929,113.163008,75,0
A0396,23.12011401,113.253472,65.5,1
A0397,23.44184274,113.3286502,72,1
A0398,23.37803295,113.2569259,75,1
A0399,23.4422023,113.3300279,72,0
A0400,23.40329889,113.2398514,75,1
A0401,23.43115969,113.4254505,75,1
A0402,23.03030049,113.3145988,65,1
A0403,22.97479086,113.3293635,66,1
A0404,23.01335039,113.3953229,68,1
A0405,22.88992793,113.4614475,72,1
A0406,22.84224477,113.3450767,73,1
A0407,23.46444973,113.1728925,75,0
A0408,23.02768375,113.3178615,65,1
A0409,22.97556192,113.4972296,75,1
A0410,22.83996892,113.3498966,73.5,0
A0411,22.91229115,113.3507636,75,1
A0412,23.02749214,113.3208977,65,1
A0413,22.9505863,113.360999,65.5,1
A0414,22.97284334,113.3354088,65.5,1
A0415,22.96099325,113.4427752,72,1
A0416,22.96283395,113.4063597,65.5,1
A0417,22.95377413,113.4063406,65.5,1
A0418,23.54196985,113.5979552,75,1
A0419,22.94294137,113.4065271,65,1
A0420,22.89445321,113.4096635,70,1
A0421,23.01619601,113.3314991,65.5,1
A0422,23.15655948,113.2149279,66.5,1
A0423,22.9564903,113.3756996,65.5,1
A0424,23.55366671,113.5951132,75,1
A0425,23.29881375,113.3629421,65.5,1
A0426,23.45457434,113.4983044,80,1
A0427,23.2516148,113.2923559,66,1
A0428,23.28119075,113.2376396,75,1
A0429,23.5532428,113.5953837,75,1
A0430,23.25840064,113.2999763,66,1
A0431,23.55380843,113.5953328,75,1
A0432,23.20717633,113.2643515,65,1
A0433,23.22050464,113.2826379,65.5,1
A0434,23.21772876,113.273664,65.5,1
A0435,23.45803366,113.1869153,75,0
A0436,23.3754398,113.2134638,75,0
A0437,23.47484287,113.1908172,75,0
A0438,23.47290189,113.1700943,75,0
A0439,23.46841629,113.1611801,75,0
A0440,22.52619876,113.9892211,69.5,0
A0441,22.55528126,114.1160913,67,0
A0442,22.72286461,114.2445007,69,0
A0443,22.56778253,114.1781275,73,0
A0444,22.56382444,113.9907634,66.5,0
A0445,22.6315777,114.1233026,72,1
A0446,22.68155741,113.9462038,72,0
A0447,22.54700517,114.1111563,66.5,0
A0448,22.54938063,114.0502177,67,0
A0449,22.5342988,114.0317449,66,0
A0450,22.57872798,114.4936096,85,0
A0451,22.64040872,114.043872,66,0
A0452,22.73383221,113.8315273,65.5,0
A0453,22.78567173,113.9004089,65.5,0
A0454,22.77248305,113.853852,66,0
A0455,22.74040934,113.7890795,72,0
A0456,22.6614933,114.0272899,65,0
A0457,23.46633279,113.159492,72,0
A0458,22.58197746,113.8879268,66.5,0
A0459,22.805179,113.5628515,72,0
A0460,22.70528903,114.1403154,85,0
A0461,23.19096422,113.3331534,65.5,1
A0462,22.52394954,113.9434416,65.5,1
A0463,23.09785202,113.3057915,65,0
A0464,22.52712849,114.0539088,65.5,0
A0465,22.54660305,114.1049551,67,0
A0466,22.57517644,114.1449386,67,0
A0467,22.5684784,113.9001112,65.5,0
A0468,22.5382642,114.0658681,80,0
A0469,23.13875611,113.3288103,65,0
A0470,23.14339098,113.6011789,75,1
A0471,23.12003249,113.2890606,80,0
A0472,23.13542532,113.3037677,65,0
A0473,23.16432044,113.2431433,66,1
A0474,23.12585311,113.4120539,65,1
A0475,23.1260612,113.3323389,65.5,1
A0476,23.15263157,113.3319798,65,1
A0477,23.128422,113.4111868,80,0
A0478,23.18845597,113.2716284,80,0
A0479,22.94295695,113.3934216,66,1
A0480,23.09450111,113.2664068,66.5,1
A0481,23.19676966,113.2703134,80,1
A0482,23.00569584,113.1243661,65.5,0
A0483,23.04490751,113.7884342,65.5,1
A0484,23.03272552,113.12013,65.5,0
A0485,23.00621128,113.1241309,65.5,0
A0486,22.77759139,113.7516813,70,1
A0487,22.72103752,114.1790518,70.5,1
A0488,22.81230491,114.1729882,72,1
A0489,22.801073,113.7618106,66.5,1
A0490,23.03122319,113.1207972,65.5,0
A0491,23.05595171,113.871321,70.5,1
A0492,22.91692471,113.6433026,71.5,1
A0493,22.87739958,114.1275908,70,1
A0494,23.06483206,113.7971486,66.5,1
A0495,23.01025416,113.6817199,69,1
A0496,23.06159876,113.6626383,67.5,1
A0497,23.0416214,113.7119223,68.5,1
A0498,23.08542731,113.6936712,70,1
A0499,22.85522568,114.1534998,70,1
A0500,22.80544018,113.8238665,67.5,1
A0501,22.82232789,113.7424637,70,1
A0502,22.85094098,114.1669061,70,1
A0503,22.85030931,114.1708909,70,1
A0504,23.00567603,113.7076519,70,1
A0505,23.06209254,113.826673,68,1
A0506,22.84478414,113.6454694,69.5,1
A0507,22.85171477,113.6315449,67.5,1
A0508,22.86139706,113.8539976,72.5,1
A0509,22.81963599,113.8037291,65,1
A0510,22.79566135,114.1565339,70,1
A0511,22.80567514,113.7907865,67,1
A0512,23.00064852,113.6154402,67,1
A0513,22.78249643,113.7638949,66,1
A0514,22.95998261,113.0474105,72.5,1
A0515,23.01478583,113.6858529,68.5,1
A0516,22.78139716,113.7672628,66,1
A0517,23.05170834,113.8429711,69.5,1
A0518,22.99142805,113.7725018,67.5,1
A0519,23.07829135,113.7987384,69,1
A0520,23.06286454,113.7987584,66.5,1
A0521,23.0553869,113.7700911,65.5,1
A0522,22.80016347,114.0627615,70,1
A0523,23.04845541,113.5499061,75,1
A0524,22.82104527,113.8090357,65,1
A0525,22.7958979,113.7978335,68,1
A0526,23.06060865,113.7374003,66.5,1
A0527,23.01783954,113.8233686,69,1
A0528,23.05828484,113.8147964,67,1
A0529,22.96936454,113.8966138,69.5,1
A0530,23.01465206,113.7680676,65.5,1
A0531,22.99522565,113.8000233,71,1
A0532,23.05866525,113.8321688,68,1
A0533,22.98744806,113.725147,68,1
A0534,22.99313225,113.7323716,67,1
A0535,23.02871297,113.8045789,66,1
A0536,22.97417485,113.7345883,67.5,1
A0537,22.94132785,113.6767951,66,1
A0538,22.84339687,113.2557574,66,0
A0539,23.06167985,113.8102199,67,1
A0540,23.17934885,112.8994031,70,1
A0541,23.17455266,113.0688513,75,1
A0542,23.17677756,112.8784023,70,1
A0543,23.16943397,112.9073857,70,1
A0544,23.2615299,113.0247518,75,1
A0545,23.16865186,112.8938126,70,1
A0546,23.16321812,112.9148997,70,1
A0547,23.07057951,112.8445408,75,1
A0548,22.90422292,112.9019826,75,1
A0549,23.0386685,113.2034172,70,1
A0550,23.20300498,113.1713931,69.5,1
A0551,23.17018893,112.9060636,70,1
A0552,22.87794292,113.2265578,70.5,1
A0553,23.18828575,113.2051584,68,1
A0554,23.1176526,113.1774208,66.5,1
A0555,23.14659839,113.1104485,67.5,1
A0556,23.12232763,113.1914852,67,1
A0557,23.16730584,112.902416,70,1
A0558,23.10435408,113.1991211,66.5,1
A0559,23.18585718,113.0927552,75,1
A0560,23.06677042,113.1421953,66.5,1
A0561,23.04403683,112.9214509,71.5,1
A0562,22.83661574,113.0000318,73,1
A0563,23.00707365,113.008964,73.5,1
A0564,22.95343786,112.9712874,75,1
A0565,23.07826539,113.0413813,70,1
A0566,23.11360001,113.0152889,73.5,1
A0567,23.0386685,113.2034172,70,1
A0568,23.0695963,113.156189,66,1
A0569,22.90311313,112.8923366,73,1
A0570,23.06369651,113.1355791,66.5,1
A0571,22.91055956,112.8841425,75,1
A0572,23.03863041,113.1704547,66.5,1
A0573,23.06573343,113.1321153,66.5,1
A0574,23.15666359,112.9049408,70,1
A0575,23.07059532,113.0576611,66,0
A0576,23.0723988,113.0896832,67.5,1
A0577,23.03791217,113.1563516,65.5,1
A0578,22.89624538,112.8883289,73.5,1
A0579,23.33555566,113.3075287,67.5,1
A0580,23.0723988,113.0896832,67.5,1
A0581,23.06817647,112.9707635,72.5,1
A0582,23.04372806,113.1470411,66,1
A0583,23.03964619,113.154622,65.5,1
A0584,22.98796007,113.0170859,70,1
A0585,23.0968614,113.041882,73,1
A0586,23.01479481,113.1651816,68,1
A0587,22.82452268,112.6832583,75,1
A0588,23.04112492,113.1373402,65.5,0
A0589,23.00022308,113.1080614,67,0
A0590,22.90119911,112.8850012,73,1
A0591,23.00675916,113.1290287,65,1
A0592,23.03480604,113.0880386,66,1
A0593,23.03489605,113.0901446,66,0
A0594,23.00573639,112.9707899,75,0
A0595,23.03905705,113.072597,66,0
A0596,22.94081692,113.0626781,72.5,0
A0597,23.0407653,113.1115737,65,0
A0598,23.0387396,113.1073721,65.5,0
A0599,23.00421017,113.0704232,66.5,0
A0600,23.0488615,113.0718864,66,0
A0601,23.03429331,113.0640067,66,0
A0602,23.03041581,113.121425,65.5,0
A0603,23.0208495,113.1393148,66,0
A0604,22.9908325,113.0723102,68,0
A0605,23.02630556,113.1403491,66,0
A0606,23.04334065,113.1056167,65.5,0
A0607,23.02991483,113.0576595,66,0
A0608,23.01281035,113.1202326,66,0
A0609,23.04516433,113.1210046,65.5,0
A0610,23.0024026,113.0651869,67,0
A0611,23.03004352,113.1298659,65.5,0
A0612,22.91452474,113.6760975,70,1
A0613,22.85615682,114.1539907,70,1
A0614,23.009444,113.0925428,66,0
A0615,22.97994563,114.0020847,67,1
A0616,23.0103936,113.1462973,66,0
A0617,23.00576024,113.1355665,65.5,0
A0618,22.94362798,113.6756826,65.5,1
A0619,23.08043298,113.9678196,70,1
A0620,22.93224969,113.9403339,69,1
A0621,22.79339959,114.1608936,70,1
A0622,22.80018488,113.7826897,67,1
A0623,22.97892268,113.956267,70,1
A0624,22.83110817,113.7801718,69,1
A0625,22.72831758,114.1967043,72,1
A0626,22.78108249,114.0574014,70,1
A0627,22.79633118,114.0632326,70,1
A0628,22.82104527,113.8090357,65,1
A0629,23.04883737,113.8557656,70,1
A0630,22.81973576,113.8093302,65,1
A0631,22.92277014,113.6689502,66,1
A0632,22.8387028,113.7066879,68.5,1
A0633,23.03128773,113.8334312,67.5,1
A0634,22.99889137,113.6206429,66.5,1
A0635,22.7920915,114.1017881,70,1
A0636,22.96921119,113.7638371,71.5,1
A0637,22.76781337,114.0421691,70,1
A0638,23.05029788,113.7566159,65.5,1
A0639,22.8188764,113.6774155,65.5,1
A0640,22.88245435,114.0068175,75,1
A0641,22.7406896,114.1664449,70,1
A0642,22.96547337,114.1542792,75,1
A0643,22.69796842,114.1787142,68,1
A0644,22.96920507,114.1741551,75,1
A0645,23.03504106,113.8561107,69,1
A0646,23.02874532,113.8311519,67.5,1
A0647,23.10214598,113.8030771,69.5,1
A0648,23.0230261,113.8416605,68,1
A0649,22.84421485,114.1744379,70,1
A0650,23.06377156,113.834619,68.5,1
A0651,23.0284963,113.848423,68,1
A0652,22.84485611,114.1728089,70,1
A0653,23.02631551,113.8422567,67.5,1
A0654,22.85760935,113.0531252,70.5,1
A0655,22.98796007,113.0170859,69,1
A0656,22.84851008,113.1870299,70.5,1
A0657,22.88459841,113.2182759,68,0
A0658,22.9138949,113.2240878,74,0
A0659,22.9652963,113.2460732,71.5,0
A0660,22.87852312,113.0553623,75,0
A0661,22.87852312,113.0553623,75,0
A0662,22.70990173,113.1682307,75,1
A0663,23.00974206,113.0855228,65.5,0
A0664,22.80363066,113.2523984,72.5,1
A0665,22.72036334,113.1550942,75,1
A0666,22.85727159,113.2677905,68,1
A0667,22.76789967,113.2924173,70,1
A0668,22.84690063,113.2779749,68,1
A0669,22.90953334,113.1809251,70,1
A0670,22.93017212,113.2183671,72.5,1
A0671,22.86636347,113.1383829,70,1
A0672,22.85737617,113.0534819,70.5,0
A0673,22.82250546,113.2418331,70,1
A0674,22.8821413,113.2179369,68.5,0
